문장,성소수자,인종국적,연령,지역,종교,기타혐오,악플욕설,clean,개인지칭,성별
저렇게 공부하고 깨시민인척 할걸 생각하니 눈물이 앞을 가린다,0,0,0,0,0,0,1,0,0,0
전적으로 공감합니다  역사적 교훈을 기억해서 예배와 방역의 균형이 중요한것같네요 정부가 교회예배에 대한 공간에 따른 맞춤형방역이 절실하네요,0,0,0,0,0,0,0,1,0,0
친구 사진 모자이크 하고 캡쳐본을 올려달라이기 그래야 상황이 확 보이노,0,0,0,0,0,0,0,1,0,0
We all miss u... General Roh...,0,0,0,0,0,0,0,1,0,0
몸팔아서 느끼고 돈벌고 지원도 받고 욕구해소도 하고 ..여태 흘러가는 병신 짓거리들보면 딸을 낳고싶지만 세상은 위험하기에 아들을 낳고싶은데 또 아들을 낳았을때 내 아들이 받는 불이익들을 생각하면 ..안 낳는게 낫다.,0,0,0,0,0,0,0,0,0,1
박원순이 기획했다고 보면 마즘...참여연대 정보력,0,0,0,0,0,0,0,1,0,0
환영합니다. 용안이 상당히 어려보이시네요. 츄릅,0,0,0,0,0,0,1,0,0,0
블랙홀... 후장이네요...,0,0,0,0,0,0,0,1,0,0
허위사실과 명예훼손 등으로 고소해서 저놈의 빤스까지 탈탈 털어라,0,0,0,0,0,0,1,0,0,0
차랑같이 뒤졌으면 그런갑다 할걸 뭘 또 살아서 뉴스까지나노 데이터가 아깝다 상폐남자지,0,0,1,0,0,0,0,0,0,0
40대 틀딱 어서오고,0,0,1,0,0,0,0,0,0,0
경상도 출신이 전남와서 술마신 거나대구 번화가 술집 이거나 둘중에 하나 겠지 ㅇㅇ,0,0,0,1,0,0,0,0,0,0
? 좋은거아님 어차피 못막는거 활보 못하게 차라리 격리시키는게 낫지,0,0,0,0,0,0,0,1,0,0
한강물에 데친 자댕이를 푹푹 찢어서 밥한숟갈 위에 노무딱 올려먹으면 을메나 좋노~,0,0,0,0,0,0,0,0,0,1
우리교회는 씹 시골교회라 그런지 헌금 안내도 뭐라 안하던대. 오히려 그냥 가지말고 밥좀 먹고 가라 하더라.,0,0,0,0,0,0,0,1,0,0
꽉낀청바지 갈아입고 거리를 나섰네,0,0,0,0,0,0,0,1,0,0
위아래가 없음 ㅋㅋ위아래 위위 아래 오오오오오,0,0,0,0,0,0,0,1,0,0
총회장님의 고뇌가 느껴지는 듯 합니다. 포스트코로나 시대에 진정한 위로와 치유가 되는 한국교회이길 기대합니다.,0,0,0,0,0,0,0,1,0,0
군대 식단에서 돼지고기 빠짐ㅋㅋ 소고기랑 닭고기도 할랄 고기로 바뀜ㅋㅋㅋㅋ,0,1,0,0,1,0,0,0,0,0
가슴골이라도 보이면 모르겠는데 옷으로 꽁꽁 숨긴 걸 음란하다고 크기를 줄이는 건 대체 무슨 음란마귀냐 솔직히 저게 야하냐?,0,0,0,0,0,0,0,1,0,0
저게 뭔소리임?,0,0,0,0,0,0,0,1,0,0
이번 코로나는 변종이 많아 꼭 영국에서 백신 만든다고 끝이라 볼수 없다. 그에 우리는 끝없이 백신만들어 대비하면 된다. ㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
남자끼리 페미니즘 동아리 만들고 간식 냠냠 해도 되겠노,0,0,0,0,0,0,0,1,0,0
저런글 보면 항상 댓글 작업도 같이 하는거 같더라댓글보면 항상 1페이지에 옹호하는 댓글달리고 반박댓글에는 욕달림ㄷㄷㄷ 진짜 정체가 뭔지 볼때마다 궁금하다이기,0,0,0,0,0,0,0,1,0,0
역시 남자는 돈들여 가르쳐봤자 쓸데없다 이기야 창놈짓이나 해대고ㅉ,0,0,0,0,0,0,0,0,0,1
근데 종교계가 왜 법을 만들겠다고 나대나요? 솔직히 개신교가 앞에서 나대서 욕먹는다면 불교는 뒤에서 욕먹을 짓 하면서 이미지 정치질 하는 거 좀 역겨운데.,0,0,0,0,1,0,0,0,0,0
흠 정상인이 올라왔넹,0,0,0,0,0,0,0,1,0,0
급식충들 존나귀엽게때리네ㅋ,0,0,1,0,0,0,0,0,0,0
"노출이 아닌 가슴의 크기 자체로도 성적 의미가 부여되나요? 큰 거 자체로 외설인가요? 그럼 가슴이 크게 태어난 여자들은 옷 입을 거 다 입었어도, 큰 가슴인게 드러나는 거 자체만으로도 길거리에 돌아다니면서 성적으로 외설적인 사람들인 건가요?",0,0,0,0,0,0,0,1,0,0
맞음. 우리나라는 역사교육부터 다시해야하,0,0,0,0,0,0,0,1,0,0
한국에 인구 천만도 필요 없어. 나중에 로봇이 알아서 노농력 대체함.,0,0,0,0,0,0,0,1,0,0
백퍼 선생 몸매좋고 예쁨,0,0,0,0,0,0,0,1,0,0
오랜만에 벨벳좆사진 보고 싶다,0,0,0,0,0,0,0,1,0,0
조용히 ㅇㅊ만 올라가는거 봊나 웃기노. 한남충 못생긴데다 폭력적,0,0,0,0,0,0,0,0,0,1
개독 페미 개빠만 사라지면 살기좋은나라,0,0,0,0,1,0,0,0,0,1
진짜 대가리 존나쎄게 후리고싶다 ㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
어쩌지.. 노무 이뿌노 혼란스럽노,0,0,0,0,0,0,0,1,0,0
트젠새키들은정신병치료른해야지 자지를짜르냐 ㅋㅋ,1,0,0,0,0,0,0,0,0,0
멋글 개빻았노 여혐충들 이때다싶어 우루루 몰려드노,0,0,0,0,0,0,1,0,0,0
"유럽으로 따지면 한큐에 2천만명넘게 난민받는다고 생각하면됨 그냥 개쓰레기 민폐 그자체지 자원,노동력 이지랄ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ양심종범 전라도같은새끼들",0,1,0,0,0,0,0,0,0,0
이거 합성이다,0,0,0,0,0,0,0,1,0,0
이미 전국민을 상대로 세뇌가 진행 중이었구나,0,0,0,0,0,0,1,0,0,0
라도에선 노예라고 안하고 머슴이라고 한다정.정.해.라.,0,0,0,1,0,0,0,0,0,0
아니 얼마나 살이 쪘으면 자리 돼지냐,0,0,0,0,0,0,1,0,0,0
헤에?섹스?,0,0,0,0,0,0,0,1,0,0
"페미니즘은 이미 썩은 종교다 공산주의 처럼 썩어문드러버린 종교지 성평등을 외쳐야지 왠 여성주의 ???? 이름부터가 여성주의냐???? 그냥 이퀄리즘 이라고 하는게 낫지 않냐?? 우리나라 여자들 병역의무 부터 하자 그리고, 성평등을 외쳐라",0,0,0,0,0,0,0,0,0,1
페미가 문제인가 지들이 문제지 일베랑 페미랑 같다는 생각은 어떻게나오는건데 자기자신을 찾는게 페미인데,0,0,0,0,0,0,0,1,0,0
우덜씩 섻으트림(se.xtreme)쓰뽀오츠노,0,0,0,0,0,0,1,0,0,0
띵문 이련아 ㅇㅊ,0,0,0,0,0,0,1,0,0,0
상무 따라 가라 익2야2야2야,0,0,0,0,0,0,0,1,0,0
미친놈아 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
뭔 시잘데기 없는 불만이지?,0,0,0,0,0,0,0,1,0,0
정말 신기하다. 파도파도 끝이없네,0,0,0,0,0,0,1,0,0,0
머구를 미국이라고 봤노,0,0,0,0,0,0,0,1,0,0
자기소개하노 ㅉ,0,0,0,0,0,0,0,1,0,0
저분 채소 나이팅게일 치료에 전념하는것 보소,0,0,0,0,0,0,0,1,0,0
"세계 유일한 여대약대,로스쿨 등 역차별포함 군대 남성독박, 유죄추정 성범죄인식등 뒤집어야할게 노무많다",0,0,0,0,0,0,1,0,0,0
30~40대 김치년이 많이 있어서 그런거지,0,0,1,0,0,0,0,0,0,1
와 워친 원제목들 이제야 알았노 머한민국 ^소녀^ 못잃어는 좆팔 앵나 옛날부터 이어져온거노. 소아성애자 군무 소름끼친다이기,0,0,0,0,0,0,0,0,0,1
아프리카 수단이 기독교 이슬람으로 나눠져서 분열되지 않았음?,0,0,0,0,0,0,0,1,0,0
중국도 트렌스젠더랑 결혼 가능함???,0,0,0,0,0,0,0,1,0,0
쯔위가 혼혈 내지는 시집온 여자냐 왜 다문화센터에서 지랄이노,0,0,0,0,0,0,1,0,0,0
ㄱㅈㄴ오글,0,0,0,0,0,0,0,1,0,0
개독교새끼들은 정신병자이고 위선자에다가 악마이다 이럼 또 죄짓는다고 지옥드립 정신병자처럼 치겠지 병신들이 사실상 정신병동에 갖쳐야 할새끼들 풀어주니까 지랄하는거임,0,0,0,0,1,1,0,0,0,0
xy는 실패작이며 장애이며 트젠은 미개한 xy일뿐이라고 주장한 사람 이미 있었노. 그 사람은 래디컬 페미니스트로 분류되노. 쓰까페미들 계속 괘미니즘이 여남평등이라고 주장하지 마라. 괘미니즘의 목적은 여성해방이며 여성해방은 남성말살로서 가능하노,1,0,0,0,0,0,0,0,0,1
저 의자는 믿고 사도 되겠노,0,0,0,0,0,0,0,1,0,0
근데 봊나 신기한게 게이들은 그런 미더덕보고 성적매력을 느끼노..?,1,0,0,0,0,0,0,0,0,0
전라도 홍어들은 저희들 서식하는곳도 그렇지만 나아가 국가전체를 망하게 함중국바퀴들은 외적이니 처리가 쉬울 수 있지만 이것들은 내부의 적이니 국가적으로 폐해가 더 큼,0,1,0,1,0,0,0,0,0,0
이상하다 화날거 같은데... 프랑스 특파원 없냐,0,0,0,0,0,0,0,1,0,0
본적 원적제 부활 절실하다.,0,0,0,0,0,0,0,1,0,0
"나는 24번 여자애와 가장 비슷하다.초딩때 뿐만 아니로 중고딩, 대학, 군대, 사회...등등에서 내가 진짜 원하는대로 하지 않고 남 눈치보면서 살았던 것.이게 가장 후회됨.",0,0,0,0,0,0,0,1,0,0
문화적차이는 이 씨발놈들이.문화적 차이 수용은 니들이나해 씨발놈들아이슬람가서 전도짓 하는것도 씨발 문화적차이로 이해하라고 말할 병신같은 외노자새끼들,0,1,0,0,1,0,0,0,0,0
홍콩이 남핸가?역사적으로 언제부터 중국영토엿음?,0,0,0,0,0,0,0,1,0,0
어이가 없다 ㅋ북한주민들이 왜 계속 노예로 사는지 알꺼같다,0,1,0,0,0,0,0,0,0,0
아가야...다음생엔 더 좋은곳에서 사랑 많이 받아라,0,0,0,0,0,0,0,1,0,0
설현스타킹 헠헠,0,0,0,0,0,0,0,1,0,0
총알 다 쓰고 왔다 이기야 뒤집는다 이기,0,0,0,0,0,0,0,1,0,0
단순 목격자 카드 내역을 조회한다고?? ㅋㅋㅋㅋ 법원에서 목격자 수색영장을 발부해 줬다고??,0,0,0,0,0,0,0,1,0,0
코로나로 온갖 사회 병폐들 다 기어나온다 신천지에 게이에 ㅡㅡ 지들 아웃팅 걱정했으면 애초에 클럽따위 안갔겠지 지금 이 시국에 게이클럽가고 쳐노는건 내 동선이 까발려져도 괜찮다하는거랑 똑같은거 아님?,1,0,0,0,1,0,0,0,0,0
야 근데 실재로 신이 있을까?,0,0,0,0,0,0,0,1,0,0
저씨바호로놈들빚을지면 저새끼들이 져ㅉ지개새끼야 북한으로 다시 기어 쳐들어가라개년이 맨날 생활비주고 하니까씨발 그럼 우째주꼬?우리도 다 살기힘들다하지만 먹고 살기는 한다그게 다른거지,0,1,0,0,0,0,0,0,0,0
여름에 땀 흘리면 끔찍하겠네,0,0,0,0,0,0,0,1,0,0
능력되면 탈출하는게 답이지,0,0,0,0,0,0,0,1,0,0
응 그려 이름에 맞춰서 왜놈들한테나 커피 팔아 먹어라,0,1,0,0,0,0,0,0,0,0
한국 남자 특징: 성폭행 사건 보고 가해자 부러워 함,0,0,0,0,0,0,0,0,0,1
니거 새끼들은 딱 노예로 부리는게 정답!,0,1,0,0,0,0,0,0,0,0
진술 조서에 잉크도 마르지 않았는데   누가 유출시킨건지 성역없이 조사해 주세요,0,0,0,0,0,0,0,1,0,0
배수진 저거 드립이겠지 ㅋㅋㅋㅋ?,0,0,0,0,0,0,0,1,0,0
전라도애들 성욕 보통아님,0,0,0,1,0,0,0,0,0,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅇㅈ,0,0,0,0,0,0,0,1,0,0
돼지새끼를 개새끼로 만들어놨네,0,0,0,0,0,0,1,0,0,0
기대가 실망으로 바뀔때가 문제이다.^^,0,0,0,0,0,0,0,1,0,0
씨발눔아...줘도 못먹냐...,0,0,0,0,0,0,1,0,0,0
그나마 개저씨도 나온지 얼마 되지도 않았다이기. 개저씨도 다양하게 분류해 까야한다는 말 찬성,0,0,1,0,0,0,0,0,0,0
정규직으로 제일 빡센 일 시키면 되지 뭐~^^,0,0,0,0,0,0,0,1,0,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ이년들 볼때마다 빡치긴한데 이것들이 설칠수록 득이 더많아지는것같다대가리가 짐승수준이니 역풍을 부르는것도 모르고 설치는데 갈수록 꿀잼이고ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1
몇년 전에 시집가서 미국에 사는 내 사촌 여동생이랑 동명 ㄷㄷㄷㄷㄷ,0,0,0,0,0,0,0,1,0,0
생각 자체가 좌좀 덩어리네,0,0,0,0,0,1,0,0,0,0
짱개~~~~~ 바퀴벌레,0,1,0,0,0,0,0,0,0,0
그래 이번이 마지막 기회라 생각하고 그리 찾아 해매이던 하나님 곁으로 가시길 여기서 국민들께 민폐 두 혐오감 주지 말고 잘가라,0,0,0,0,1,0,0,0,0,0
오히려 이 기사를 보신 분들이 후원을 해야게다 맘 먹을듯 비장애인 아이 키우는데 돈과 시간 사랑이 얼마나 필요한지 아시잖아요 (T_T),0,0,0,0,0,0,0,1,0,0
ㅈㄹ 머구사람들 저새끼 존나 다 싫어하는데 뭔 그림이냐저건ㅋㅋㅋ,0,0,0,1,0,0,0,0,0,0
관심 좀 주지마@@@@@@@@@@@@@@,0,0,0,0,0,0,0,1,0,0
저런걸 ppt라고 만든사람은 뭐하는 사람일까?,0,0,0,0,0,0,1,0,0,0
어쩌라고 자랑할게 그렇게나없냐 역겹다 자랑하지마라,0,0,0,0,0,0,1,0,0,0
뭐 중3이니까 그나마 그렇긴한데 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ어후 ㅠㅠ 안타깝다 저 순수할 나이에,0,0,0,0,0,0,0,1,0,0
나년윽 아이티는 아니지만 생명공학가노,0,0,0,0,0,0,0,1,0,0
어느정도 맞더라,0,0,0,0,0,0,0,1,0,0
나한테 키배털리고 운영자한테 일름보질 해놓고 밴시켰다고 자랑한 애네 ㅎㅇㅎㅇ,0,0,0,0,0,0,0,1,0,0
글쓴다면서 말투 왜저러노 존나 저능아 한남인줄ㅋㅋㅋ,0,0,0,0,0,1,0,0,0,1
어떻게든 세계의 큰 이슈거리엔 한번씩 발담궈보려는건 중국의 습성인듯~,0,1,0,0,0,0,0,0,0,0
예전엔 무서워서 기분나빠도 키배 피했는데 요새는 희희 웃으면서 싸움ㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
최근 IS 발표 요지: 무슬림 난민들 속에 IS테러요원들 4천여명 침투했다. 앞으로 유럽 폭망하는 것을 기대해도 좋다,0,0,0,0,0,0,0,1,0,0
석렬이한테 불려가서 쪼인트까이겠노,0,0,0,0,0,0,1,0,0,0
말년휴가 나왔더니 북괴놈들이 포를 쏘고 전역 전날까지 총 매고 있어야 하고 ㅅㅂ,0,0,0,0,0,0,1,0,0,0
블박영상 어디서 봐요?,0,0,0,0,0,0,0,1,0,0
방생은 죄다,0,0,0,0,0,0,1,0,0,0
"성님 호탕하시고 봊멋이시더노ㄹㅇ 본받겠습니다,,,성님",0,0,0,0,0,0,0,1,0,0
"보지만 빨아도 당선대는 지역구, 보지따라 기표 ㅋ",0,0,0,0,0,0,0,0,0,1
전라도는 낙태 합법화하고 애 못낳게 해야함,0,0,0,1,0,0,0,0,0,0
하얀트집 신상 좀 까봐라,0,0,0,0,0,0,0,1,0,0
그래 이거지 내가 하고 싶던 말,0,0,0,0,0,0,0,1,0,0
개독새끼들 지들끼리 급 나누는 것도 웃김모든 교회마다 우리교회가 진짜 교회다이지랄하는데 하는짓보면 하나같이 똑같음,0,0,0,0,1,0,0,0,0,0
문제의 본질을 고칠생각하기 보다 문제가 생기면 사전차단.. 가장 1차원적인 해결책제시.. 아쉽내요.,0,0,0,0,0,0,1,0,0,0
사생아 예수새끼 믿는거랑 기타령하는 한무당 믿는거랑 뭐가다르냐 ㅋㅋㅋㅋ바퀴벌레랑 구더기랑 싸운다고 구더기 지지해주냐? 걍 둘다 불로 지지고말지 ㅋ,0,0,0,0,1,0,0,0,0,0
"성님,,,",0,0,0,0,0,0,0,1,0,0
텍혐ㅋㅋㅋㅋㅋ좆팔 글만읽어도 장애있는냄져같놐ㅋㅋㅋㅋ,0,0,0,0,0,1,0,0,0,1
ㅇㅊ 띵문이노. 웜련들로인해 자댕이새끼들이 자댕이잡고 덜덜떨게 만드는 경각심을 줘야하노.,0,0,0,0,0,0,0,0,0,1
교인이란것들 다니는 교회에 다 쳐넣어서 2주간 증세 없는것들만 풀어주자,0,0,0,0,1,0,0,0,0,0
흥청망청 좋네,0,0,0,0,0,0,0,1,0,0
좀있으면 보트피플될 판인데 아직 여유있을때 얼른 떠나야지,0,0,0,0,0,0,0,1,0,0
하느님이 병을 낫게 해줄거야.... 근데 왜 교인들이 더 잘걸리지? ㅋㅋ,0,0,0,0,1,0,0,0,0,0
뭐냐 저 애미디진 법은?? 외노자랑 유학생들에게 왜 복지를 해줘야되냐?? 가뜩이나 얘네들 의료보험 우리랑 똑같이혜택 까지 받고있는데 그걸로 충분하지않냐?? 남의집 생활이 그리 편해야하냐 시발거,0,1,0,0,0,0,0,0,0,0
아니 근데 원래 군대 한국국적이어도 외국인외모면 면제시켜주지않나?,0,0,0,0,0,0,0,1,0,0
이렇게 할말이 없어지긴 오랜만이노,0,0,0,0,0,0,0,1,0,0
성매매가 아니라 미성년자 원조교제 아님? 그게 그건가?,0,0,0,0,0,0,0,1,0,0
솔직히 쌍도가 더 쪼잔하다.,0,0,0,1,0,0,0,0,0,0
기사가 구체적이질 않고 그냥 목사가 성 추행했다고 결론 지으니.. 뭔진 모르겠지만 ? 좀 무서운 생각도,0,0,0,0,0,0,0,1,0,0
Mb닮았노,0,0,0,0,0,0,0,1,0,0
이마로 코뼈 치기,0,0,0,0,0,0,0,1,0,0
역시 개쌍도...또라이들 존나많어..진짜 쌍도 살면 일베충 처럼 극단적인 또라이들 많이 만난다..,0,0,0,1,0,0,0,0,0,0
짱퀴벌레들 다 기어나오노,0,1,0,0,0,0,0,0,0,0
저게 진짜조선인이다조선인은 식민지dna가 깊게 박혀있어 자존감이란게 없고 열등감만 있다짱개식민지 일본식민지 다시 짱개식민지속에 살아가는 구 조선인 현 짱개일뿐,0,1,0,0,0,0,0,0,0,0
븅신새끼들 진짜 ㅋㅋㅋㅋㅋㅋㅋ나도 성소수자 인권문제 심각하다 느끼지만 퀴어축제 저건 씨발 진짜 역거운 새끼들많다,1,0,0,0,0,0,0,0,0,0
박근혜나 문제인이 대통령 된다고 당신 가정이 파탄날 일을 없습니다 하지만 된장녀가 당신 가정을 파탄낼 확률은 100%입니다 성 고재기,0,0,0,0,0,0,0,0,1,1
그 찍새있잖아 파인애플머리에 문신쟁이 그 찍새는 어느정도 급이냐?,0,0,0,0,0,0,0,1,0,0
잘했다이기야 깔깔 병신새끼 차이면 맞고만 있을줄 알았나?,0,0,0,0,0,0,1,0,0,0
저게 모부노? 에휴 어떻게된게 남보다못한거같노 노무안타깝노 모부 잘못만난 아기는 무슨죄노 후팔,0,0,0,0,0,0,1,0,0,0
생활방역 지침을 철저히 지키는 범위 안에서 함께 모여 예배하며 믿음을 회복하는데 한국교회가 하나되었으면합니다,0,0,0,0,0,0,0,1,0,0
사진 멋진데,0,0,0,0,0,0,0,1,0,0
diskcopy a: b:,0,0,0,0,0,0,0,1,0,0
사실상 여자가 남자를 이길 수 있는 신체활동은 섹스뿐 ㄹㅇ,0,0,0,0,0,0,0,0,0,1
소추 실명제노?,0,0,0,0,0,0,0,0,0,1
승리네집이 버닝썬 주인이나 마찬가지이고 마약유통하고 경찰과 연계한것 같은데..무슨 죄없다고 여동생은 글올리냐? 진짜 양심도 없는짓이였다,0,0,0,0,0,0,1,0,0,0
저런 이들도 포용해야 진정한 다문화를 통한 전세계 평화가 이룩될 수 있다. 인종차별 종교차별 성차별은 없어져야 한다. 저들도 단지 구 제국주의의 희생양일 뿐. 개인에게 죄가 있는 것은 아니다.,0,0,0,0,0,0,0,1,0,0
진짜 이도저도 아니면 자영업해야됨아드님 뭐하세요 ? 배달해요 or 노가다해요 vs xx점 가게 사장이야,0,0,0,0,0,0,0,1,0,0
좋노 이제 갤주는 죽은자지 범죄자지만 될 수있다는 편견을 버리자 이기야 좆상권은 침해하라고 있는거노 으데 자집이 챙롬마냥 얼굴팔고 다니노,0,0,0,0,0,0,0,0,0,1
"오디션끝나고올리지.. 어차피 자기매력,실력으로 올라갈사람인데 멋모르는사람들이 괜히 어필했다고 할거같아  기자..",0,0,0,0,0,0,0,1,0,0
멍청도 새끼나 홍어새끼나 다 병신이지,0,0,0,1,0,0,0,0,0,0
미친 짱깨새끼들 시진핑 자지나 빨아라,0,1,0,0,0,0,0,0,0,0
한국ㄴ들 여학교 학교폭력 장난아님 여자들끼리 패거리만들고 왕따시키고 인간 아님. 한 마디로 페미는 이익집단일 뿐 인권과는 별개임,0,0,0,0,0,0,0,0,0,1
기회의 공정인데 왜 좌파고 민주당에 있노 ㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
레즈새끼들이 문제임 씨발련들이 선동해서 시작한거,1,0,0,0,0,0,0,0,0,1
생활으 일부인지라,0,0,0,0,0,0,0,1,0,0
외국인? 여성? 씨빌 어떻게저렇게 쌍으로갖다붙이나,0,1,0,0,0,0,0,0,0,1
양남좆에 한남좆 넣는거 충분히 가능할듯,0,1,0,0,0,0,0,0,0,1
맞노 자신을 희생하면서까지 웜을 위해 일하노 쓸데없는 한남위인보다 6969배 낫다 이기야,0,0,0,0,0,0,0,0,0,1
신천지는 잡아 죽일라고 덤비더니 민주당편인 게이는 보호해야죠?,1,0,0,0,0,0,0,0,0,0
"20년전 이민자들아나 가진것없이 힘들게 산 이민자들 많지 지금은 대다수가 돈 싸들고 와서 10억-20억짜리 집 바로 사더라. 애들 교육 땜에 왔다고 월 500씩 사립초등학교, 학원과외에 쏟아부음",0,0,0,0,0,0,0,1,0,0
저게자지라고?ㅆㅂ 떡치고싶다,0,0,0,0,0,0,1,0,0,0
"물론 웜뽕은 절대 아니노. 하지만 웜을 방패삼아 웜은 최전방 웅앵웅 하는게 흑좆나 짜증날 뿐이노 지금은 웜만으로는 최전방이 부족하노""",0,0,0,0,0,0,0,1,0,0
ㅋㅋㅋㅋ기억나노,0,0,0,0,0,0,0,1,0,0
중국과 항상 가까이한 러샤는 알것이다 중국의 씨발력을,0,1,0,0,0,0,0,0,0,0
누가 저놈 얼굴좀 잘라줘라이기,0,0,0,0,0,0,1,0,0,0
파퀴벌레새끼들 남자만 수출하고 여자는 꽁꽁 숨겨두고 개새끼들 니들도 여자좀 수출해개씨발새끼들아,0,1,0,0,0,0,0,0,0,0
저런식으로 묻는다는건 기본 예의가 없는거죠 헤어져도 할말 없음,0,0,0,0,0,0,1,0,0,0
에이 솔직히 창원은 경상도 취급 안해야지 ㅋㅋㅋㅋ,0,0,0,1,0,0,0,0,0,0
가능성있지. 참는거.걸리면 바로 인생 나가린데 아파 뒤지겠어도 꼬박 1주일 2주일 참겠지.ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
폐지는 오바징,0,0,0,0,0,0,0,1,0,0
무슬림 청년끼리 데스매치,0,1,0,0,1,0,0,0,0,0
저럴려고 미군이랑 합작해서 정은이 암살작전 실행하려던 햇님을 거짓선동으로 탄핵시켰노 ㅇㅇ,0,0,0,0,0,0,0,1,0,0
여잔데 페미면 남직원과어울리기힘든게 사실아닌가? 아니 같은 여성들하고도 못어울리는데...일베가 여자들하고 못어울린것도 사실이고. 남녀문제가아님.,0,0,0,0,0,0,0,0,0,1
무고한 사람 한명이라도 없기vs범죄자 10명 풀어주기,0,0,0,0,0,0,0,1,0,0
자주적인 박쥐 외교ㅋㅋㅋ,0,0,0,0,0,0,0,1,0,0
입금이 안 되서 그럴겁니다.,0,0,0,0,0,0,0,1,0,0
ppap 크게 틀면 조용해짐,0,0,0,0,0,0,0,1,0,0
요즘 듕국이 그렇게 똥꼬충이 창궐되어서 에이즈가 판을 친다지? 이유가 뭐겠노 자지가 남아돌아 그렇지 않겠노 이기야,1,0,0,0,0,0,0,0,0,0
"중년 남성입니다. 절대 이해하지 못합니다. 제 아내가, 딸이 저런일을 당한다면 절대 참을 수 없습니다.",0,0,0,0,0,0,0,1,0,0
"한남애비면 복수를 하더라도 내 딸에게 가해진 상해에 대해서 앙갚음을 하는 게 아니라 나도 못해본 걸 니가 먼저 해? 이 마인드로 화풀이하는 심뽀로 복수할걸?? 김치좆이 이렇게 더럽고 역겹다""",0,0,0,0,0,0,0,0,0,1
계정도용도 하나보네,0,0,0,0,0,0,0,1,0,0
"대기업주재원 30초중반 175/67 연봉6천재산 예금3천, 주식1억, 차 TT, 오피스텔 전세 1.7억미혼, 내가 저기에서 말하는 0.7%냐??",0,0,0,0,0,0,0,1,0,0
이자스민은 누가 뽑았냐. 써글 비례대표라 누가 왜 뽑았는지 알수도 없지.,0,1,0,0,0,0,0,0,1,0
보지에 연필끼고 그려도 띵작이 나오는데,0,0,0,0,0,0,1,0,0,0
막짤자꾸 잘생겻다고 하는데 애미애비뒤진 개슬람새끼는 잘생겨봣자 개슬람일뿐이야 씨발년들아,0,0,0,0,1,0,0,0,0,0
그런 날이 올까요? 상주 힘든데... 하고 싶어? 별걸 다,0,0,0,0,0,0,0,1,0,0
"아씨발 어쩔수없이 다문화 받는다면 개씨발새끼들도 군대가고 세금 똑같이내고 의무 다해라 진짜 대한민국 국민으로서 할거다햇는데 깜디,튀기라고 놀림받고나서나 차별이라고해라 개같은새끼들",0,1,0,0,0,0,0,0,0,0
사기꾼 목사 부자세습 목사 당장 수사해라~~~,0,0,0,0,1,0,0,0,0,0
커엽노동화 중에 서울쥐와 시골쥐? 이야기가 떠오르네나도 나중에 여유되면 머구여행 함 가보마,0,0,0,0,0,0,0,1,0,0
저기는 진짜 총기휴대 하고 가야될것 같다,0,0,0,0,0,0,0,1,0,0
업주 카바 치는새끼는 뭔 미친새끼들임?ㅋㅋㅋㅋㅋ,0,0,0,0,0,0,1,0,0,0
빨간색 양키같은놈 똥꼬충이면 존나 무섭겠노 시발,1,1,0,0,0,0,0,0,0,0
똥송한새끼들한테 명령들으려면 좆같겠노,0,1,0,0,0,0,0,0,0,0
주작하고 자빠졌네 ㅋㅋㅋ용의자도 아니고 무슨 목격자를 추적해서전화를해 그시간에 범인잡지,0,0,0,0,0,0,1,0,0,0
?? 사진 다른사람 아니냐?,0,0,0,0,0,0,0,1,0,0
말론요즘노래 ㅆㅌㅊ,0,0,0,0,0,0,0,1,0,0
같이 연습게임 해본 게이로써 가슴트레핑하나는 인정한다 높게오거나강하게와도 가슴트레핑은 국대급 인지용,0,0,0,0,0,0,0,1,0,0
ㅋㅋㅋㅋㅋㅋㅋ존나웃기노 근데말잘하는듯 여자,0,0,0,0,0,0,0,1,0,0
